Date,Home,Away,Score,Round,Final,Home_Score,Away_Score,Winner
9/29/2021,Toronto FC,FC Cincinnati,,Regular Season,FALSE,0,0,N/A
9/29/2021,CF Montréal,New England,,Regular Season,FALSE,0,0,N/A
9/29/2021,Atlanta,Miami,,Regular Season,FALSE,0,0,N/A
9/29/2021,Chicago,NYCFC,,Regular Season,FALSE,0,0,N/A
9/29/2021,FC Dallas,Sporting KC,,Regular Season,FALSE,0,0,N/A
9/29/2021,D.C. United,Minnesota,,Regular Season,FALSE,0,0,N/A
9/29/2021,Nashville,Orlando City,,Regular Season,FALSE,0,0,N/A
9/29/2021,Colorado,Austin FC,,Regular Season,FALSE,0,0,N/A
9/29/2021,Houston,Vancouver,,Regular Season,FALSE,0,0,N/A
9/29/2021,Real Salt Lake,LA Galaxy,,Regular Season,FALSE,0,0,N/A
9/29/2021,Los Angeles FC,Portland,,Regular Season,FALSE,0,0,N/A
9/29/2021,San Jose,Seattle,,Regular Season,FALSE,0,0,N/A
10/2/2021,Austin FC,Real Salt Lake,,Regular Season,FALSE,0,0,N/A
10/2/2021,CF Montréal,Atlanta,,Regular Season,FALSE,0,0,N/A
10/2/2021,FC Cincinnati,NY Red Bulls,,Regular Season,FALSE,0,0,N/A
10/2/2021,Orlando City,D.C. United,,Regular Season,FALSE,0,0,N/A
10/2/2021,Philadelphia,Columbus,,Regular Season,FALSE,0,0,N/A
10/3/2021,Sporting KC,Houston,,Regular Season,FALSE,0,0,N/A
10/3/2021,Portland,Miami,,Regular Season,FALSE,0,0,N/A
10/2/2021,FC Dallas,Minnesota,,Regular Season,FALSE,0,0,N/A
10/2/2021,Vancouver,San Jose,,Regular Season,FALSE,0,0,N/A
10/3/2021,Toronto FC,Chicago,,Regular Season,FALSE,0,0,N/A
10/3/2021,NYCFC,Nashville,,Regular Season,FALSE,0,0,N/A
10/3/2021,LA Galaxy,Los Angeles FC,,Regular Season,FALSE,0,0,N/A
10/3/2021,Seattle,Colorado,,Regular Season,FALSE,0,0,N/A
10/16/2021,CF Montréal,Philadelphia,,Regular Season,FALSE,0,0,N/A
10/16/2021,Los Angeles FC,San Jose,,Regular Season,FALSE,0,0,N/A
10/16/2021,Columbus,Miami,,Regular Season,FALSE,0,0,N/A
10/16/2021,New England,Chicago,,Regular Season,FALSE,0,0,N/A
10/16/2021,FC Cincinnati,Orlando City,,Regular Season,FALSE,0,0,N/A
10/16/2021,Toronto FC,Atlanta,,Regular Season,FALSE,0,0,N/A
10/16/2021,D.C. United,Nashville,,Regular Season,FALSE,0,0,N/A
10/16/2021,Houston,Seattle,,Regular Season,FALSE,0,0,N/A
10/16/2021,Austin FC,Minnesota,,Regular Season,FALSE,0,0,N/A
10/16/2021,Real Salt Lake,Colorado,,Regular Season,FALSE,0,0,N/A
10/16/2021,LA Galaxy,Portland,,Regular Season,FALSE,0,0,N/A
10/17/2021,NY Red Bulls,NYCFC,,Regular Season,FALSE,0,0,N/A
10/17/2021,Vancouver,Sporting KC,,Regular Season,FALSE,0,0,N/A
10/20/2021,Miami,Toronto FC,,Regular Season,FALSE,0,0,N/A
10/20/2021,Atlanta,NYCFC,,Regular Season,FALSE,0,0,N/A
10/20/2021,Orlando City,CF Montréal,,Regular Season,FALSE,0,0,N/A
10/20/2021,FC Cincinnati,Chicago,,Regular Season,FALSE,0,0,N/A
10/20/2021,Minnesota,Philadelphia,,Regular Season,FALSE,0,0,N/A
10/20/2021,FC Dallas,Los Angeles FC,,Regular Season,FALSE,0,0,N/A
10/20/2021,D.C. United,New England,,Regular Season,FALSE,0,0,N/A
10/20/2021,Houston,LA Galaxy,,Regular Season,FALSE,0,0,N/A
10/20/2021,Nashville,Columbus,,Regular Season,FALSE,0,0,N/A
10/20/2021,Colorado,Seattle,,Regular Season,FALSE,0,0,N/A
10/20/2021,Portland,Vancouver,,Regular Season,FALSE,0,0,N/A
10/20/2021,San Jose,Austin FC,,Regular Season,FALSE,0,0,N/A
10/23/2021,Miami,FC Cincinnati,,Regular Season,FALSE,0,0,N/A
10/23/2021,Toronto FC,CF Montréal,,Regular Season,FALSE,0,0,N/A
10/23/2021,LA Galaxy,FC Dallas,,Regular Season,FALSE,0,0,N/A
10/23/2021,Columbus,NY Red Bulls,,Regular Season,FALSE,0,0,N/A
10/23/2021,Philadelphia,Nashville,,Regular Season,FALSE,0,0,N/A
10/23/2021,NYCFC,D.C. United,,Regular Season,FALSE,0,0,N/A
10/24/2021,Orlando City,New England,,Regular Season,FALSE,0,0,N/A
10/23/2021,Chicago,Real Salt Lake,,Regular Season,FALSE,0,0,N/A
10/23/2021,Minnesota,Los Angeles FC,,Regular Season,FALSE,0,0,N/A
10/23/2021,Seattle,Sporting KC,,Regular Season,FALSE,0,0,N/A
10/23/2021,Colorado,Portland,,Regular Season,FALSE,0,0,N/A
10/23/2021,San Jose,Vancouver,,Regular Season,FALSE,0,0,N/A
10/24/2021,Austin FC,Houston,,Regular Season,FALSE,0,0,N/A
10/26/2021,Los Angeles FC,Seattle,,Regular Season,FALSE,0,0,N/A
10/27/2021,New England,Colorado,,Regular Season,FALSE,0,0,N/A
10/27/2021,FC Cincinnati,Nashville,,Regular Season,FALSE,0,0,N/A
10/27/2021,Columbus,Orlando City,,Regular Season,FALSE,0,0,N/A
10/27/2021,Toronto FC,Philadelphia,,Regular Season,FALSE,0,0,N/A
10/27/2021,Atlanta,Miami,,Regular Season,FALSE,0,0,N/A
10/28/2021,NYCFC,Chicago,,Regular Season,FALSE,0,0,N/A
10/27/2021,FC Dallas,Real Salt Lake,,Regular Season,FALSE,0,0,N/A
10/27/2021,D.C. United,NY Red Bulls,,Regular Season,FALSE,0,0,N/A
10/27/2021,Sporting KC,LA Galaxy,,Regular Season,FALSE,0,0,N/A
10/27/2021,Vancouver,Minnesota,,Regular Season,FALSE,0,0,N/A
10/27/2021,Portland,San Jose,,Regular Season,FALSE,0,0,N/A
10/30/2021,NY Red Bulls,CF Montréal,,Regular Season,FALSE,0,0,N/A
10/30/2021,Miami,NYCFC,,Regular Season,FALSE,0,0,N/A
10/30/2021,Atlanta,Toronto FC,,Regular Season,FALSE,0,0,N/A
10/30/2021,D.C. United,Columbus,,Regular Season,FALSE,0,0,N/A
10/30/2021,Philadelphia,FC Cincinnati,,Regular Season,FALSE,0,0,N/A
10/31/2021,Minnesota,Sporting KC,,Regular Season,FALSE,0,0,N/A
10/30/2021,FC Dallas,Austin FC,,Regular Season,FALSE,0,0,N/A
10/30/2021,Real Salt Lake,San Jose,,Regular Season,FALSE,0,0,N/A
10/31/2021,Chicago,New England,,Regular Season,FALSE,0,0,N/A
10/31/2021,Houston,Colorado,,Regular Season,FALSE,0,0,N/A
10/31/2021,Orlando City,Nashville,,Regular Season,FALSE,0,0,N/A
11/1/2021,Seattle,LA Galaxy,,Regular Season,FALSE,0,0,N/A
11/1/2021,Los Angeles FC,Vancouver,,Regular Season,FALSE,0,0,N/A
11/3/2021,NY Red Bulls,Atlanta,,Regular Season,FALSE,0,0,N/A
11/3/2021,CF Montréal,Houston,,Regular Season,FALSE,0,0,N/A
11/3/2021,Austin FC,Sporting KC,,Regular Season,FALSE,0,0,N/A
11/3/2021,Real Salt Lake,Portland,,Regular Season,FALSE,0,0,N/A
11/7/2021,Nashville,NY Red Bulls,,Regular Season,FALSE,0,0,N/A
11/7/2021,Toronto FC,D.C. United,,Regular Season,FALSE,0,0,N/A
11/7/2021,New England,Miami,,Regular Season,FALSE,0,0,N/A
11/7/2021,CF Montréal,Orlando City,,Regular Season,FALSE,0,0,N/A
11/7/2021,Columbus,Chicago,,Regular Season,FALSE,0,0,N/A
11/7/2021,FC Cincinnati,Atlanta,,Regular Season,FALSE,0,0,N/A
11/7/2021,NYCFC,Philadelphia,,Regular Season,FALSE,0,0,N/A
11/7/2021,LA Galaxy,Minnesota,,Regular Season,FALSE,0,0,N/A
11/7/2021,Portland,Austin FC,,Regular Season,FALSE,0,0,N/A
11/7/2021,Vancouver,Seattle,,Regular Season,FALSE,0,0,N/A
11/7/2021,Colorado,Los Angeles FC,,Regular Season,FALSE,0,0,N/A
11/7/2021,Sporting KC,Real Salt Lake,,Regular Season,FALSE,0,0,N/A
11/8/2021,San Jose,FC Dallas,,Regular Season,FALSE,0,0,N/A
